Full Name,Status,#,Post Name,Category,Employee Category,Practice Group,Team,Team Code,Location
Warren Watson,,11094,Senior Business Continuity Officer,Risk & Compliance,UK - Business Services,"UK - Risk & Compliance,",UK - Risk & Compliance,6100,Reading
Hailey Carey,,3756,Legal Director,Legal Director,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Real Estate,300,London
Watson Andrews,,10547,Trainee Solicitor,Trainee Solicitor,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Projects,300,London
Payton Ray,,9680,Trainee Solicitor,Trainee Solicitor,UK - Fee Earners,"UK - Disputes and Risk,",UK - Construction Disputes,200,London
Arlo Blake,,11445,Paralegal,Paralegal,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Real Estate,300,Bristol
Amanda Ramos,,8642,Associate,Associate,UK - Fee Earners,"UK - Advisory,",UK - Pensions & Competition,400,London
Angel Singleton,,9438,Senior Associate,Senior Associate,UK - Fee Earners,"UK - Business Transactions,",UK - Commercial,100,Bristol
Malaysia Vu,,11300,International Solutions Manager,OC Solutions,UK - Business Services,"UK - OC Solutions,",UK - Operations,6450,Bristol
Kamdyn Molina,,9043,Partner,Partner,UK - Fee Earners,"UK - Disputes and Risk,",UK - Restructuring and Insolvency,200,London
Alexandria Atkins,,9187,Partner,Partner,UK - Fee Earners,"UK - Business Transactions,","UK - M&A, Corp Finance and PE",100,Reading
Cason Gilmore,,9928,Associate,Associate,UK - Fee Earners,"UK - Advisory,",UK - Human Capital,400,London
Chanel Velasquez,,11340,Portfolio Analyst,Change Function,UK - Business Services,"UK - Change Function,",UK - Change Function,6850,Bristol
Sullivan Peters,,9973,Workflow Developer,Information Technology,UK - Business Services,"UK - I&T Tech Services,",UK - Information Technology,5200,Bristol
Leila Wilkinson,,5663,Associate Director,Associate Director,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Real Estate,300,Bristol
Leonard McDaniel,,3426,Associate Director,Associate Director,UK - Fee Earners,"UK - Advisory,",UK - Human Capital,400,Bristol
Dahlia Donaldson,,2335,Partner,Partner,UK - Fee Earners,"UK - Advisory,",UK - Pensions & Competition,400,Bristol
Canaan Patel,,942,Administrative Assistant,Jr PA / Admin Assistant,UK - Fee Earner Support,"UK - Disputes and Risk,",UK - PA Support,200,Bristol
Madeline Berg,,10048,Experience Intelligence Manager,Marketing & Sales,UK - Business Services,"UK - Marketing & Sales,",UK - Marketing & Sales,6600,Bristol
Cayson Garrett,,11394,Trainee Solicitor,Trainee Solicitor,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Projects,300,Bristol
Tessa Gonzales,,5983,Conveyancing Executive,Legal Executive,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Real Estate,300,Bristol
Brayden Hogan,,3858,Associate Director,Associate Director,UK - Fee Earners,"UK - Business Transactions,",UK - Commercial,100,London
Kathryn Bruce,,11466,Paralegal,Paralegal,UK - Fee Earner Support,"UK - Projects, Real Estate & Finance,",UK - Professional Support,300,Bristol
Uriah Summers,,10776,Administrative Assistant,Jr PA / Admin Assistant,UK - Fee Earner Support,"UK - Projects, Real Estate & Finance,",UK - PA Support,300,Bristol
Frankie Morrow,,9974,Senior PA - Resource Coordinator,Sr PA / Document Spec / Exec PA,UK - Fee Earner Support,"UK - Disputes and Risk,",UK - PA Support,200,London
Kyree Villanueva,,1243,Partner,Partner,UK - Fee Earners,"UK - Advisory,",UK - Human Capital,400,Bristol
Monroe Howe,,9062,Senior Associate,Senior Associate,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Construction Planning and Environment,300,Bristol
Alaric Bruce,,7426,Recruitment Manager,Human Resources,UK - Business Services,"UK - Human Resources,",UK - Human Resources,5400,Bristol
Marilyn Andrews,,8358,Knowledge Executive,Knowledge,UK - Fee Earner Support,"UK - Disputes and Risk,",UK - Professional Support,200,London
Lukas Donaldson,,11128,Associate,Associate,UK - Fee Earners,"UK - Business Transactions,",UK - Commercial,100,London
Natasha Delgado,,10075,Finance Business Partner,Finance,UK - Business Services,"UK - Finance,",UK - Finance,5100,Bristol
Colt Parsons,,9557,Associate,Associate,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Projects,300,London
Maia Figueroa,,10542,Trainee Solicitor,Trainee Solicitor,UK - Fee Earners,"UK - Disputes and Risk,",UK - Construction Disputes,200,London
Spencer Bass,,7729,Billings Controller,Finance,UK - Business Services,"UK - Finance,",UK - Finance,5100,Bristol
Zahra Choi,,11133,Associate Director,Associate Director,UK - Fee Earners,"UK - Business Transactions,",UK - Financial Institutions Group (FIG),100,Bristol
Khari Boyer,,8431,Senior Paralegal,Paralegal,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Real Estate,300,Bristol
Chaya Green,,3391,Senior AML Officer,Risk & Compliance,UK - Business Services,"UK - Risk & Compliance,",UK - Risk & Compliance,6100,Bristol
Anthony Butler,,9511,Paralegal,Paralegal,UK - Fee Earners,"UK - Business Transactions,",UK - Commercial,100,Bristol
Athena Meza,,11341,Paralegal,Paralegal,UK - Fee Earner Support,"UK - Disputes and Risk,",UK - Professional Support,200,London
Lucian Sparks,,10396,Junior PA,Jr PA / Admin Assistant,UK - Fee Earner Support,"UK - Business Transactions,",UK - PA Support,100,London
Aisha Richardson,,3514,Associate Director,Associate Director,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Real Estate,300,Bristol
Robert Hughes,,4232,Head of IT Services,Information Technology,UK - Business Services,"UK - I&T Tech Services,",UK - Information Technology,5200,Bristol
Samantha Rasmussen,,9025,Trainee Solicitor Secondment,Trainee Solicitor,UK - Fee Earners,"UK - Business Transactions,",UK - Commercial,100,London
Will Giles,,11021,Travel Specialist,Finance,UK - Business Services,"UK - Finance,",UK - Finance,5100,Bristol
Bailee Weber,,5741,Product Owner,OC Solutions,UK - Business Services,"UK - OC Solutions,",UK - Operations,6450,Bristol
Crew Bridges,,4385,Associate Director,Associate Director,UK - Fee Earners,"UK - Advisory,",UK - Pensions & Competition,400,Bristol
Elora Dunn,,4837,PA,PA / Legal Secretary,UK - Fee Earner Support,"UK - Business Transactions,",UK - PA Support,100,London
Dawson Gregory,,10087,HR Advisor,Human Resources,UK - Business Services,"UK - Human Resources,",UK - Human Resources,5400,Bristol
Alaya Horne,,11446,Senior AML Officer,Risk & Compliance,UK - Business Services,"UK - Risk & Compliance,",UK - Risk & Compliance,6100,London
Zev Everett,,6460,Associate Director,Associate Director,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Real Estate,300,Bristol
Noah Martinez,,9838,Senior Paralegal,Paralegal,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Real Estate,300,Bristol
Alexander Tucker,,7125,PA,PA / Legal Secretary,UK - Fee Earner Support,"UK - Business Transactions,",UK - PA Support,100,Reading
Esther Norton,,9672,Trainee Solicitor,Trainee Solicitor,UK - Fee Earners,"UK - Disputes and Risk,",UK - IP Disputes,200,London
Callen Horton,,8094,Associate,Associate,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Construction Planning and Environment,300,Bristol
Aitana Peterson,,11403,Trainee Solicitor,Trainee Solicitor,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Real Estate,300,London
Santiago Carroll,,6597,Partner,Partner,UK - Fee Earners,"UK - Disputes and Risk,",UK - Construction Disputes,200,London
Zara Sexton,,10324,Partner,Partner,UK - Fee Earners,"UK - Advisory,",UK - Pensions & Competition,400,Reading
Mylo Benjamin,,5054,Associate Director,Associate Director,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Projects,300,London
Jianna Chambers,,8159,Senior Paralegal,Paralegal,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Banking,300,London
Orion Ballard,,11481,Associate (Australian Qualified),Associate,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Projects,300,London
Alejandra Felix,,1583,Business Support Manager,Business Support Services Mgt.,UK - Business Services,"UK - Business Support Services,",UK - Business Support,5700,Bristol
Rodney Stevenson,,3895,Chartered Legal Executive,Legal Executive,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Real Estate,300,Reading
Regina Boyer,,10601,IT Operations Engineer,Information Technology,UK - Business Services,"UK - I&T Tech Services,",UK - Information Technology,5200,Bristol
Zeke Fitzpatrick,,9968,Associate,Associate,UK - Fee Earners,"UK - Business Transactions,","UK - M&A, Corp Finance and PE",100,London
Annabella Davis,,8260,Associate,Associate,UK - Fee Earners,"UK - Disputes and Risk,",UK - Commercial Disputes,200,London
Lucas Finley,,555,PA,PA / Legal Secretary,UK - Fee Earner Support,"UK - Advisory,",UK - PA Support,400,Bristol
Jovie Truong,,3754,Recruitment Manager,Human Resources,UK - Business Services,"UK - Human Resources,",UK - Human Resources,5400,Bristol
Ayan Moran,,7380,Head of People Development,Human Resources,UK - Business Services,"UK - Human Resources,",UK - Human Resources,5400,Bristol
Celeste Vo,,8425,Associate Director,Associate Director,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Banking,300,London
Gordon Weeks,,3666,Senior Associate,Senior Associate,UK - Fee Earners,"UK - Business Transactions,",UK - Financial Institutions Group (FIG),100,Bristol
Karen Bradshaw,,5270,Partner,Partner,UK - Fee Earners,"UK - Disputes and Risk,",UK - Commercial Disputes,200,London
Emory Sexton,,10632,IT Service Desk Engineer,Information Technology,UK - Business Services,"UK - I&T Tech Services,",UK - Information Technology,5200,Bristol
Ellen George,,11308,Junior Business Analyst,Change Function,UK - Business Services,"UK - Change Function,",UK - Change Function,6850,Bristol
Mark McClure,,9287,Senior Associate (Scottish Qualified),Senior Associate,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Banking,300,London
Estella Spence,,7723,Partner,Partner,UK - Fee Earners,"UK - Disputes and Risk,",UK - Commercial Disputes,200,Bristol
Cillian Gallegos,,4561,Senior Service Desk Engineer,Information Technology,UK - Business Services,"UK - I&T Tech Services,",UK - Information Technology,5200,Bristol
Ari Weeks,,11268,PA,PA / Legal Secretary,UK - Fee Earner Support,"UK - Disputes and Risk,",UK - PA Support,200,London
Anders Mann,,10404,Paralegal,Paralegal,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Banking,300,London
Paislee Branch,,8115,Lead Marketing Manager (Practice Groups),Marketing & Sales,UK - Business Services,"UK - Marketing & Sales,",UK - Marketing & Sales,6600,Bristol
Keenan Bowman,,5353,PA,PA / Legal Secretary,UK - Fee Earner Support,"UK - Disputes and Risk,",UK - PA Support,200,Bristol
Fiona Koch,,11345,IT Deskside Support Engineer,Information Technology,UK - Business Services,"UK - I&T Tech Services,",UK - Information Technology,5200,Bristol
Salvador Conley,,10897,Senior Associate,Senior Associate,UK - Fee Earners,"UK - Disputes and Risk,",UK - Commercial Disputes,200,Bristol
Salem Fernandez,,9443,Events Executive,Marketing & Sales,UK - Business Services,"UK - Marketing & Sales,",UK - Marketing & Sales,6600,London
Bentley Escobar,,10155,Assistant Business Development Manager,Marketing & Sales,UK - Business Services,"UK - Marketing & Sales,",UK - Marketing & Sales,6600,London
Erin Meyer,,10608,Solicitor Apprentice,Solicitor Apprentice (UK),UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Real Estate,300,London
Tristan Jensen,,11113,Recruitment Administrator,Human Resources,UK - Business Services,"UK - Human Resources,",UK - Human Resources,5400,Bristol
Jane Walker,,10841,AV Support Specialist,Information Technology,UK - Business Services,"UK - I&T Tech Services,",UK - Information Technology,5200,Bristol
Luke McClain,,11181,Solicitor Apprentice,Solicitor Apprentice (UK),UK - Fee Earners,"UK - Advisory,",UK - Pensions & Competition,400,London
Marleigh Gallegos,,10149,Associate,Associate,UK - Fee Earners,"UK - Business Transactions,","UK - M&A, Corp Finance and PE",100,Bristol
Jonas Beard,,10182,Revenue Control Assistant,Finance,UK - Business Services,"UK - Finance,",UK - Finance,5100,Bristol
Ezra May,,10970,Senior AML Officer,Risk & Compliance,UK - Business Services,"UK - Risk & Compliance,",UK - Risk & Compliance,6100,Bristol
Finley Maddox,,7774,Partner,Partner,UK - Fee Earners,"UK - Disputes and Risk,",UK - IP Disputes,200,London
Zainab Murphy,,10872,Senior Knowledge Lawyer,Knowledge,UK - Fee Earner Support,"UK - Advisory,",UK - Professional Support,400,Bristol
Cameron Payne,,9498,Company Secretarial Manager,Paralegal,UK - Fee Earners,"UK - Business Transactions,",UK - Company Secretarial,100,Bristol
London Strickland,,4814,Partner,Partner,UK - Fee Earners,"UK - Advisory,",UK - Tax,400,London
Keegan Wallace,,10737,Chief Transformation and Technology Officer,Business Operations & Mgt,UK - Firm Management,"UK - Operations,",UK - OPS,5000,London
Arianna Shah,,9664,E-Billing Team Leader,Finance,UK - Business Services,"UK - Finance,",UK - Finance,5100,Bristol
Zain Moore,,3665,Senior Associate,Senior Associate,UK - Fee Earners,"UK - Business Transactions,","UK - M&A, Corp Finance and PE",100,London
Emily Vance,,10565,Revenue Controller,Finance,UK - Business Services,"UK - Finance,",UK - Finance,5100,Bristol
Casen Shaw,,4877,Associate Director,Associate Director,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Real Estate,300,Bristol
Emersyn Monroe,,9706,IT Service Desk Engineer,Information Technology,UK - Business Services,"UK - I&T Tech Services,",UK - Information Technology,5200,Bristol
Colby Thornton,,10772,PR Executive,Marketing & Sales,UK - Business Services,"UK - Marketing & Sales,",UK - Marketing & Sales,6600,London
Haisley Jennings,,7386,Recruitment Assistant,Human Resources,UK - Business Services,"UK - Human Resources,",UK - Human Resources,5400,Bristol
Corbin Dillon,,10085,Recruitment Manager,Human Resources,UK - Business Services,"UK - Human Resources,",UK - Human Resources,5400,Bristol
Laurel Dunlap,,5656,Operational Resilience and Business Continuity Manager,Risk & Compliance,UK - Business Services,"UK - Risk & Compliance,",UK - Risk & Compliance,6100,Bristol
Aries Hamilton,,10602,Associate,Associate,UK - Fee Earners,"UK - Business Transactions,","UK - M&A, Corp Finance and PE",100,London
Mackenzie Shah,,354,Consultant,Consultant,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Projects,300,Bristol
Zain Miller,,10688,Innovation Manager,OC Solutions,UK - Business Services,"UK - OC Solutions,",UK - Operations,6450,Bristol
Isabella Garner,,938,Partner,Partner,UK - Fee Earners,"UK - Business Transactions,",UK - Commercial,100,London
Sage Goodman,,11025,HR Business Partner,Human Resources,UK - Business Services,"UK - Human Resources,",UK - Human Resources,5400,London
Carolina Espinosa,,4556,Deputy General Counsel,Risk & Compliance,UK - Business Services,"UK - Risk & Compliance,",UK - Risk & Compliance,6100,London
Khalid Bishop,,5720,Associate Director,Associate Director,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Real Estate,300,Bristol
Brooklynn Rogers,,1722,General Counsel,Risk & Compliance,UK - Business Services,"UK - Risk & Compliance,",UK - Risk & Compliance,6100,Bristol
Colton Sanders,,2656,Partner,Partner,UK - Fee Earners,"UK - Business Transactions,","UK - M&A, Corp Finance and PE",100,Bristol
Everleigh Hughes,,3685,Associate Director,Associate Director,UK - Fee Earners,"UK - Business Transactions,",UK - Commercial,100,London
Everett Valentine,,4217,Document Specialist,Central Business Support,UK - Business Services,"UK - Business Support Services,",UK - Business Support,5700,London
August Reese,,4505,Head of Immigration,Legal Director,UK - Fee Earners,"UK - Advisory,",UK - Human Capital,400,London
Alijah Burgess,,5073,Associate Director,Associate Director,UK - Fee Earners,"UK - Advisory,",UK - Tax,400,Bristol
Emory French,,6617,UK Chief Finance Officer,Finance,UK - Business Services,"UK - Finance,",UK - Finance,5100,Bristol
Corey Fox,,9704,Recruitment Advisor,Human Resources,UK - Business Services,"UK - Human Resources,",UK - Human Resources,5400,Bristol
